id,entry,phase_id,slice_id,occurred_at,custom_attributes,last_referenced
PE-032,Recording placeholder styled to the design recording empty-card anatomy,PH-1,SL-006,2026-06-28,"{""date_provenance"":""authored""}",
PE-033,Read-only agenda viewer ported to the overview preview-card anatomy + head status-chip fix,PH-1,SL-006,2026-06-28,"{""date_provenance"":""authored""}",
PE-034,"Notes editor, action row, captured card to design anatomy + deferred concern",PH-1,SL-006,2026-06-28,"{""date_provenance"":""authored""}",
PE-035,Prove the database-enforced invariants the in-memory provider silently accepts,,,2026-06-29,"{""date_provenance"":""authored"",""programme"":""S-series test hardening (ADR-0016); harvested into P17""}",
PE-036,Close the frontend per-file gap to bring every file to the coverage floor,,,2026-06-29,"{""date_provenance"":""authored"",""programme"":""S-series test hardening (ADR-0016); harvested into P17""}",
PE-037,Close the last backend gaps to make every file per-file-gate ready,,,2026-06-29,"{""date_provenance"":""authored"",""programme"":""S-series test hardening (ADR-0016); harvested into P17""}",
PE-038,"Failure-first coverage of the OIDC wiring, route guards, API client, and query hooks",,,2026-06-29,"{""date_provenance"":""authored"",""programme"":""S-series test hardening (ADR-0016); harvested into P17""}",
PE-039,Failure-first coverage of the uncovered application handlers and validators,,,2026-06-29,"{""date_provenance"":""authored"",""programme"":""S-series test hardening (ADR-0016); harvested into P17""}",
PE-040,"Establish coverage measurement, exclusion basis, and slice plan",,,2026-06-29,"{""date_provenance"":""authored"",""programme"":""S-series test hardening (ADR-0016); harvested into P17""}",
PE-041,"Schedule form: fix field rhythm and alignment, full-width mode, design date and time control",PH-1,SL-006,2026-06-29,"{""date_provenance"":""authored""}",
PE-042,Meetings list to design: upcoming/past split + list and calendar toggle + month grid,PH-1,SL-006,2026-06-29,"{""date_provenance"":""authored""}",
PE-043,Reconcile the bell popover + full inbox to the design reference (branch feat/p6b-notifications-ia),PH-1,SL-006,2026-06-30,"{""date_provenance"":""authored""}",
PE-044,Refactor the meeting page into a shell + nested content surfaces (branch feat/p6a-meeting-ia),PH-1,SL-006,2026-06-30,"{""date_provenance"":""authored""}",
PE-045,Build the six non-Users admin tabs from the Administration design reference (branch feat/p4-admin-reconcile),PH-1,SL-004,2026-06-30,"{""date_provenance"":""authored""}",
PE-046,Close the P3 forensic findings against the Usage Map and Design System references (branch chore/p3-round2-reconcile),PH-1,SL-003,2026-06-30,"{""date_provenance"":""authored""}",
PE-047,"Documentation and code integrity fixes (one PR, branch chore/doc-integrity)",,,2026-06-30,"{""date_provenance"":""authored""}",
PE-048,"Wire the hard coverage gate (global and per-file, frontend and backend) - the last slice",,,2026-06-30,"{""date_provenance"":""authored"",""programme"":""S-series test hardening (ADR-0016); harvested into P17""}",
PE-049,Prove the live right-to-left flip and an automated accessibility sweep (last end-to-end slice),,,2026-06-30,"{""date_provenance"":""authored"",""programme"":""S-series test hardening (ADR-0016); harvested into P17""}",
PE-050,Cover the deferred drag paths and the adversarial denial and validation cases,,,2026-06-30,"{""date_provenance"":""authored"",""programme"":""S-series test hardening (ADR-0016); harvested into P17""}",
PE-051,Drive the whole governance loop through the real UI on the live stack,,,2026-06-30,"{""date_provenance"":""authored"",""programme"":""S-series test hardening (ADR-0016); harvested into P17""}",
PE-052,Stand up Playwright against the real compose stack; prove the genuine auth round-trip,,,2026-06-30,"{""date_provenance"":""authored"",""programme"":""S-series test hardening (ADR-0016); harvested into P17""}",
PE-053,"App-owned Hangfire + the due-soon, overdue and escalation sweep (W22; AC-054/055)",PH-1,SL-008,2026-07-01,"{""date_provenance"":""authored""}",
PE-054,Create a follow-up action from a decision (W13; backend expose + create form),PH-1,SL-008,2026-07-01,"{""date_provenance"":""authored""}",
PE-055,"The action detail lifecycle buttons + independent verify (W14; read to write, no backend change)",PH-1,SL-008,2026-07-01,"{""date_provenance"":""authored""}",
PE-056,The actions register + routed action detail (read-only),PH-1,SL-008,2026-07-01,"{""date_provenance"":""authored""}",
PE-057,Actions bounded context: lifecycle + segregation-of-duties verify (W13/W14; AC-012/013),PH-1,SL-008,2026-07-01,"{""date_provenance"":""authored""}",
PE-058,"The meeting minutes tab, governed by the minutes and denied states",PH-1,SL-007,2026-07-01,"{""date_provenance"":""authored""}",
PE-059,Minutes-of-meeting 5-state lifecycle in the Meetings module (W10; AC-014/036/037/038),PH-1,SL-007,2026-07-01,"{""date_provenance"":""authored""}",
PE-060,Reverse entered-language-only to mirrored bilingual content,PH-1,SL-007,2026-07-01,"{""date_provenance"":""authored""}",
PE-061,"Decision screen + supersede dialog, with an additive title on the aggregate",PH-1,SL-007,2026-07-01,"{""date_provenance"":""authored""}",
PE-062,Decisions bounded context: W12 issue + the decision half of W21 supersede (branch feat/P7a-decisions-backend),PH-1,SL-007,2026-07-01,"{""date_provenance"":""authored""}",
PE-063,Unify the three divergent rich-text surfaces into one markdown editor (branch feat/dv-04-rich-text),,,2026-07-01,"{""date_provenance"":""authored""}",
PE-064,Remediation of the 28 findings from the adversarial P1-P9 audit (backlog + fidelity),PH-1,SL-001,2026-07-02,"{""date_provenance"":""authored""}",
PE-065,The vote screen + call-vote configure dialog (W11; AC-021 to AC-026 + AC-052),PH-1,SL-009,2026-07-02,"{""date_provenance"":""authored""}",
PE-066,"The Vote aggregate + the segregation-of-duties gate (W11; AC-021 to AC-026, AC-015/016, AC-052)",PH-1,SL-009,2026-07-02,"{""date_provenance"":""authored""}",
PE-067,The AC-029 gate retrofit (OQ-045 resolved; closes the Actions module),PH-1,SL-008,2026-07-02,"{""date_provenance"":""authored""}",
PE-068,The designed Hangfire job monitor tab (AC-056),PH-1,SL-008,2026-07-02,"{""date_provenance"":""authored""}",
PE-069,The traceability impact-graph UI (frontend; PR2 of 2),PH-1,SL-010,2026-07-03,"{""date_provenance"":""authored""}",
PE-070,The traceability graph transitive endpoint (backend; PR1 of 2),PH-1,SL-010,2026-07-03,"{""date_provenance"":""authored""}",
PE-071,The dependencies register + the shared traceability panel + create dialogs (frontend only),PH-1,SL-010,2026-07-03,"{""date_provenance"":""authored""}",
PE-072,The Dependencies module: governed dependency edge + register and panel API (backend only),PH-1,SL-010,2026-07-03,"{""date_provenance"":""authored""}",
PE-073,The Traceability module + typed edges + widened decision-issue gate (backend only),PH-1,SL-010,2026-07-03,"{""date_provenance"":""authored""}",
PE-074,The risks register + routed detail + create dialog (frontend only),PH-1,SL-010,2026-07-03,"{""date_provenance"":""authored""}",
PE-075,The Risk aggregate + mitigations + the W15 lifecycle (backend only),PH-1,SL-010,2026-07-03,"{""date_provenance"":""authored""}",
PE-076,"Convert-to-ADR from an issued decision - new decision-reader and traceability-writer seams, promote command, wired button and confirm dialog",PH-1,SL-011,2026-07-04,"{""date_provenance"":""authored""}",
PE-077,"Invariants tab, invariants register and detail, create-invariant dialog (frontend only)",PH-1,SL-011,2026-07-04,"{""date_provenance"":""authored""}",
PE-078,"Architecture invariant aggregate; W18/W21 lifecycle, supersede-not-edit (backend)",PH-1,SL-011,2026-07-04,"{""date_provenance"":""authored""}",
PE-079,"The ADR register, the MADR-lite detail, and the create dialog (frontend only)",PH-1,SL-011,2026-07-04,"{""date_provenance"":""authored""}",
PE-080,"New Governance module (ADRs); MADR-lite lifecycle, supersede-not-edit, W17/W21",PH-1,SL-011,2026-07-04,"{""date_provenance"":""authored""}",
PE-081,Operator-driven live visual review of the impact graph + the three create dialogs,PH-1,SL-010,2026-07-04,"{""date_provenance"":""authored""}",
PE-082,Fixed the 7 major and the minor fidelity and localization cluster from the exhaustive P10 audit,PH-1,SL-010,2026-07-04,"{""date_provenance"":""authored""}",
PE-083,The risk-exposure and dependency dashboards (frontend; the last P10 slice),PH-1,SL-010,2026-07-04,"{""date_provenance"":""authored""}",
PE-084,P12 audit remediation - fidelity and stream-filter honesty (branch fix/p12-audit-remediation),PH-1,SL-012,2026-07-05,"{""date_provenance"":""derived-from-git"",""git_sha"":""b3c1a45"",""pr"":""#96"",""note"":""the v1 log section carries no date in its heading or body; the date is the real merge-commit date""}",
PE-085,"P12-PR3 - Reports shell: six view-tabs, filter, CSV export (frontend)",PH-1,SL-012,2026-07-05,"{""date_provenance"":""derived-from-git"",""git_sha"":""6252134"",""pr"":""#95""}",
PE-086,"P12-PR2 - Role dashboards: committee, secretary and chairman variants (frontend)",PH-1,SL-012,2026-07-05,"{""date_provenance"":""derived-from-git"",""git_sha"":""4648b19"",""pr"":""#94""}",
PE-087,"P12-PR1 - Reporting thin registers: decisions, votes and minutes reads + topic deferral counter (backend)",PH-1,SL-012,2026-07-05,"{""date_provenance"":""derived-from-git"",""git_sha"":""20a451b"",""pr"":""#93""}",
PE-088,P11 audit remediation - fidelity and robustness fixes across the Governance surfaces,PH-1,SL-011,2026-07-05,"{""date_provenance"":""derived-from-git"",""git_sha"":""6468fb7"",""pr"":""#92""}",
PE-089,Keystone migration gap remediation (branch fix/keystone-migration-gaps),,,2026-07-06,"{""date_provenance"":""inferred-from-body""}",
PE-090,Keystone package migration (branch chore/keystone-package-migration),,,2026-07-06,"{""date_provenance"":""inferred-from-body""}",
PE-091,P13 - Webex integration (Phase 2) (branch feat/p13-webex-integration),PH-2,SL-013,2026-07-07,"{""date_provenance"":""inferred-from-body""}",
PE-092,CI hardening - hosted-runner scarcity and minute-burn (branch ci/harden-runner-scarcity),,,2026-07-09,"{""date_provenance"":""inferred-from-body""}",
PE-093,P13 audit remediation - slice 2 (Webex hardening),PH-2,SL-013,2026-07-09,"{""date_provenance"":""inferred-from-body""}",
PE-094,P13 audit remediation - slice 1 (recording tab + test integrity),PH-2,SL-013,2026-07-09,"{""date_provenance"":""inferred-from-body""}",
PE-095,"Topic prepare UI affordance delivered (historic D-15, now DW-015) - tier 3 complete",,,2026-07-09,"{""date_provenance"":""inferred-from-body"",""deferred_work"":""DW-015""}",
PE-096,"P13-close - Webex integration + meeting recording, closed (Phase 2)",PH-2,SL-013,2026-07-09,"{""date_provenance"":""inferred-from-body""}",
PE-097,"P13-recording - meeting-recording upload, presigned playback, delete (Phase 2)",PH-2,SL-013,2026-07-09,"{""date_provenance"":""inferred-from-body""}",
PE-098,Audit slice PR1 - same-transaction atomicity (NFR-042),,,2026-07-11,"{""date_provenance"":""inferred-from-body""}",
PE-099,Audit slice merged to main (PR #105),,,2026-07-12,"{""date_provenance"":""inferred-from-body""}",
PE-100,Audit slice PR4 - the audit register UI,,,2026-07-12,"{""date_provenance"":""inferred-from-body""}",
PE-101,Audit slice PR3 - auditor read + on-demand verify API,,,2026-07-12,"{""date_provenance"":""inferred-from-body""}",
PE-102,Audit slice PR2 - migrate emit sites to the enriched emit path,,,2026-07-12,"{""date_provenance"":""inferred-from-body""}",
PE-103,"P15c-2 Research convert frontend (W16, FR-113/114/115)",PH-2,SL-015,2026-07-13,"{""date_provenance"":""authored""}",
PE-104,"P15c-1 Research convert backend (W16, FR-113/115)",PH-2,SL-015,2026-07-13,"{""date_provenance"":""authored""}",
PE-105,"Audit-append concurrency fixed via serialization (ADR-0028) - historic D-18, now DW-018",,,2026-07-13,"{""date_provenance"":""authored"",""deferred_work"":""DW-018""}",
PE-106,P15b live pixel visual review (pass) + audit-append race reproduced,PH-2,SL-015,2026-07-13,"{""date_provenance"":""authored""}",
PE-107,P15a + P15b (Research module: backend + UI),PH-2,SL-015,2026-07-13,"{""date_provenance"":""authored""}",
PE-108,P15e Knowledge UI: wiki + template management (FR-116/117/119),PH-2,SL-015,2026-07-14,"{""date_provenance"":""authored""}",
PE-109,P15d-2 Knowledge backend: template (FR-119),PH-2,SL-015,2026-07-14,"{""date_provenance"":""authored""}",
PE-110,P15d-1 Knowledge backend: document (FR-116/117),PH-2,SL-015,2026-07-14,"{""date_provenance"":""authored""}",
PE-111,P15 (Research and Knowledge) design-fidelity and localization audit remediation,PH-2,SL-015,2026-07-15,"{""date_provenance"":""authored""}",
PE-112,Register refresh: acceptance audit and status report reconciled to P15-complete,PH-2,SL-015,2026-07-15,"{""date_provenance"":""authored""}",
PE-113,P15h template pre-fill (FR-120) - the last P15 sub-slice,PH-2,SL-015,2026-07-15,"{""date_provenance"":""authored""}",
PE-114,"P15f/g global search (FR-143/144/145/118, AC-060/061; OQ-034 resolved)",PH-2,SL-015,2026-07-15,"{""date_provenance"":""authored""}",
PE-115,"P16 batches B2b, B3 and B4: hardening completed (one PR)",PH-4,SL-016,2026-07-16,"{""date_provenance"":""authored""}",
PE-116,P16 batch 2 (PR2): scanners triaged and flipped to gating,PH-4,SL-016,2026-07-16,"{""date_provenance"":""authored""}",
PE-117,P16 (security hardening) - batch 2: CI security gates + supply chain (PR1),PH-4,SL-016,2026-07-16,"{""date_provenance"":""authored""}",
PE-118,"P16 (security hardening, ASVS 5.0 L2) - batch 1: audit and vote crypto core",PH-4,SL-016,2026-07-16,"{""date_provenance"":""authored""}",
PE-119,P17a (test hygiene) - un-broke a critical package gate that main had shipped red,PH-4,SL-017,2026-07-17,"{""date_provenance"":""authored""}",
PE-120,P16 merged (complete) + P14 deferred indefinitely (DEC-028),PH-4,SL-016,2026-07-17,"{""date_provenance"":""authored""}",
PE-121,P16-B3 follow-up: package identifier gate fixed + SQL transit encrypted + documentation corrections,PH-4,SL-016,2026-07-17,"{""date_provenance"":""authored""}",
PE-122,P17b (final slice) - decision-issuance UI built; AC-014/015/016 Met,PH-4,SL-017,2026-07-18,"{""date_provenance"":""authored""}",
PE-123,P18 deployment - P18a hardening (merged #146) + P18b backup and runbook,PH-4,SL-018,2026-07-19,"{""date_provenance"":""authored""}",
PE-124,"Closeable-gap follow-up - 5 items on one branch (AC-032/043/057 Met); historic D-23, now DW-023",,,2026-07-20,"{""date_provenance"":""authored"",""deferred_work"":""DW-023""}",
PE-125,P19 final audit and release readiness - reports + conditional no-go (ladder complete),PH-4,SL-019,2026-07-20,"{""date_provenance"":""authored""}",
PE-126,"Data repair of the 2.3.0-migrated package (2026-07-22/23): recovered the discarded roadmap as a narrative document, corrected 8 deferred-work statuses to the v1 register, rewrote the three handoff prompts to the v2 protocol, restored 155 work-item titles, backfilled 125 dated progress entries with three-valued date provenance, and created PH-4 under DEC-029/SC-001. Superseded by the 2.4.0 re-population recorded below.",,,2026-07-23,"{""date_provenance"":""authored"",""note"":""re-authored on re-population; the original entry referenced document ids from the 2.3.0-era package""}",
PE-127,"Re-populated the package from docs/ with the 2.4.0 parser (identity DW crosswalk, full-text statements, ACs land Proposed, roadmap emitted as a document) and swapped it in for the 2.3.0-era package. Carried over: PH-4 + DEC-029 + SC-001, 19 slices, 129 progress entries, 13 defect records, 10 ADR-amendment trace edges, the deferred-work and work-item status truth-ups, and the AC-to-slice binding.",,,2026-07-23,"{""date_provenance"":""authored""}",
PE-128,"Status reconciliation after re-population, value-diffed against the prior package rather than assumed: deferred-work Done = historic D-13/15/16/18/19/21/23 (identity-keyed), Activated = D-02; 15 work items re-marked Deferred; PH-0/PH-1 re-marked Implemented; risk states reproduced by the 2.4.0 parser without repair.",,,2026-07-23,"{""date_provenance"":""authored""}",
PE-129,"Residuals after re-population, deliberately left open: the derived backlog still lists unevidenced work items as open (recorded as an open defect row); leaf work items carry no phase inheritance; the package-header name retains the interim -v2 suffix (cosmetic; no tool writes the packages row).",,,2026-07-23,"{""date_provenance"":""authored""}",
PE-130,"Provenance repair (findings_7 §C): FR-100/FR-107 custom_attributes.v1 still held the 2.3.0-era escaped-pipe shear (Requirement truncated at the backslash, Priority/Source/Phase columns shifted) — the 2.4.0 hand-repair fixed the visible columns but deliberately never sent custom_attributes (whole-JSON replace guard). Repaired by operator order via full-row entity_upsert with the corrected v1 snapshot, matching the frozen source (docs/requirements/functional.md:185,199) and the 2.5.x parser output byte-for-byte. The runbook §8 scratch-diff is now expected to return zero requirement diffs including JSON blob columns.",,,2026-07-23T09:34:04Z,,
PE-131,"PH-5 cloud-deployment intake: recorded phase PH-5 (Cloud hosting & environments, Proposed), 8 slices SL-020..SL-027, decision DEC-030, scope change SC-002, ADR-0034 (EC2 host), ADR-0035 (S3 replaces MinIO), ADR-0036 (Keycloak on SQL Server), ADR-0037 (subdomains + ECR digest promotion) all Proposed, defects DEF-014 (MSSQL_PID Developer licence) + DEF-015 (hardcoded bucket const), AC-075..AC-085 bound to slices, RISK-013..RISK-024, and OQ-059..OQ-063. Plan is cozy-scribbling-music.md revision 2 (approved after an adversarial review that caught 5 fatal defects in revision 1). No PH-1..PH-4 artefacts changed. AWS facts verified against the live account (created 2024-11-02, free tier expired 2025-11-02; us-east-1 cheapest at $0.0416/hr) and vendor docs (SQL Server 2 GiB floor; Keycloak mssql + RCSI). ADRs remain Proposed pending operator ratification of the INV-003/CON-001/CON-003 amendments.",,,2026-07-23T17:35:58Z,,
PE-132,"PH-5 ratification (operator, 2026-07-24): ADR-0034/0035/0036/0037 flipped Proposed→Approved — the INV-003/CON-001/CON-003/ADR-0013 amendments are ratified; PH-5 and DEC-030 → Approved. Open questions OQ-059..OQ-063 DECIDED via the recommended defaults: SQL Express in both environments, us-east-1, two build-tagged web images (runtime OIDC injection deferred), Webex off in UAT, worker kept split. Also accepted (not tracked as OQs): no Reserved Instance until UAT validates the topology, and SSM Session Manager instead of an open SSH port. Execution of slice P20 authorized; scripts to be authored for operator run (P20 provisions IAM/S3/budgets and moves off root on the live account — an operator-run step).",,,2026-07-23T23:29:47Z,,
PE-133,"U2/U3 spikes RUN (Docker, local isolated stack). U2 GREEN: Keycloak 26 healthy in production `start` mode on KC_DB=mssql, 87 tables in SQL Server, realm imported + survived restart (AC-077 Met), OIDC discovery served, and the sqlserver-init re-run is a clean no-op under a live Keycloak connection. U3 GREEN: SQL Server Express carries Full-Text Search (IsFullTextInstalled=1) and the Arabic word-breaker (LCID 1025). The spike caught a real high-severity defect (DEF-016): the RCSI guard used DATABASEPROPERTYEX('...','IsReadCommittedSnapshotOn'), an invalid property that returns NULL, so `NULL = 0` never fired the ALTER and RCSI was left OFF — the deadlock config ADR-0036 exists to prevent. Fixed in sqlserver-init.sh to read sys.databases.is_read_committed_snapshot_on; the re-run then reported RCSI=1 ('the fixed guard fired'). Also fixed two harness bugs (MSYS in-container path conversion; USE-context lines polluting scalar reads). Final harness tally 10/1, the sole remaining failure a cosmetic scalar-parse issue on the end-to-end Arabic CONTAINS() check (the index is created; count=1 seen in raw output) — fix applied, not re-run to save cost. Still MANUAL: the browser PKCE leg through nginx /kc/ (stage 3) and AC-084 no-OOM under a full-app e2e run.",,,2026-08-02T07:42:40Z,,
PE-134,"P22 (S3 file store) code slice landed — bucket names de-hardcoded, Minio client made region-aware, EnsureBucketAsync tolerant of a least-privilege denial, CSP media-src added, nginx recordings proxy made cloud-safe. DEF-015 was under-scoped: it named three recording handlers, but Topics/AttachFileToTopic.cs carried a FOURTH const ('acmp-topics'), a bucket no AWS environment provisions and which the app IAM cannot create — topic attachment would have failed outright in cloud. All four now read StorageOptions (Storage:RecordingsBucket / Storage:AttachmentsBucket); defaults reproduce the on-prem MinIO split so nothing moves, and both cloud services point at the single per-env bucket. U1's offline half is answered and PINNED BY TEST rather than by a spike run: Minio 6.0.3 recognises any Amazon host and substitutes its own region map (AWSS3Endpoints), so us-east-1 is addressed as s3.amazonaws.com path-style regardless of the configured ACMP_S3_ENDPOINT — the CSP media-src origin therefore had to be s3.amazonaws.com, and getting that wrong would have blocked playback silently with nothing in the API logs. Reading the SDK also showed PutObjectPartAsync issues an AbortMultipartUpload on a part-count mismatch for known-size streams (every upload we make) while 03-iam.sh granted no s3:AbortMultipartUpload — added to both policy documents before P20 is ever run, so it is a script edit rather than a live IAM change. DEVIATION from the slice text, recorded not silent: the nginx /acmp-recordings/ proxy is neutralized (variable upstream + resolver, so nginx stops resolving 'minio' at config load and the cloud web container boots) rather than deleted, because deleting it would regress the on-prem/ngrok dev playback path that deploy/.env actually uses and force a second nginx template ahead of P25. NOT DONE, and not claimed: AC-078 and AC-083 both need a live bucket and stay Pending; no AWS call was made; the AWSSDK.S3 fallback was not built. Evidence: full backend suite green (dotnet test exit 0), coverage gate 99.64% global (>=95% target) exit 0, dotnet format clean.",PH-5,SL-022,2026-08-02T23:22:13Z,,
PE-135,"P22 code slice: StorageOptions across four handlers, region-aware Minio client, denied-create tolerance, CSP media-src, cloud-safe nginx recordings location, s3:AbortMultipartUpload in 03-iam.sh. AC-078/AC-083 bound as the ACs this work serves — both remain Pending, their verification needs a live bucket.",,,2026-08-02T23:22:22Z,"{""ref"": ""feat/p22-s3-file-store"", ""binds"": [""SL-022"", ""DEF-015"", ""AC-078"", ""AC-083"", ""PH-5""]}",
PE-136,"P22 follow-up: the nginx leg was asserted before it was verified, and verifying it found a real break. Rendering the template in the pinned nginx-unprivileged image proved BOTH halves of the recordings-proxy deviation mechanically — with keycloak/api resolvable and NO minio host the committed template passes `nginx -t`, while restoring the literal `proxy_pass http://minio:9000;` fails with `[emerg] host not found in upstream ""minio""`, so the variable+resolver form is load-bearing rather than cosmetic. The first verification run was itself wrong, though: it mounted the template into the BASE image, which substitutes every defined env var, whereas Dockerfile.web pins NGINX_ENVSUBST_FILTER to KEYCLOAK_ORIGIN alone. CI caught it (acmp-web-1 exited 1 on the e2e stack). A template variable missing from that filter is not left harmlessly alone: the surviving ${ACMP_MEDIA_ORIGIN} is then read by nginx as one of its OWN runtime variables and the config dies at load with `unknown ""acmp_media_origin"" variable`. Fixed by listing it in the filter regex with an empty default in the image, and re-verified as UID 101 in all three combinations (old filter reproduces the CI failure; new filter renders `media-src 'self' ;` when empty and `media-src 'self' https://s3.amazonaws.com` when set). Lesson for any future CSP source added to the template: the envsubst filter must be extended in the same edit.",PH-5,SL-022,2026-08-02T23:33:36Z,,
